feature,cls,xs_share,pct_nonnull,model_importance,model_rank,raw_IR,tsz_IR,lift_absIR
volume_volatility,market_wide,0.03349309042096138,100.0,0.0012950262753292918,410.0,,,
liquidity_stress_3d,market_wide,0.07464621216058731,100.0,0.0012149084359407425,462.0,,,
time_reversal_asymmetry,market_wide,0.07708364725112915,100.0,0.0012091387761756778,467.0,,,
14ma%_change,market_wide,0.0012867209408484869,100.0,0.001189221628010273,481.0,,,
Price_Differential_Ratio_ExtremeLow,market_wide,0.0,100.0,0.0,580.0,,,
hurst_exponent,market_wide,0.0,0.0,0.0,596.0,,,
low_close_ratio,stock_specific,0.8836270570755005,100.0,0.009988183155655861,5.0,0.2141247627655264,-0.1895886115615575,-0.024536151203968876
atr_regime_high,stock_specific,0.8450592756271362,100.0,0.009742232039570808,6.0,0.0032336987244778173,0.6360544463276427,0.632820747603165
ATR%,stock_specific,0.9557358622550964,100.0,0.005327434279024601,10.0,0.9056176800971467,0.5277602142225267,-0.37785746587462
atr_percentage,stock_specific,0.9557358622550964,100.0,0.0038926303386688232,15.0,0.9056179082834519,0.5277603943597249,-0.377857513923727
high_close_ratio,stock_specific,0.854267954826355,100.0,0.003628766629844904,18.0,0.981788409456614,0.6152087210130386,-0.36657968844357547
HC_Ratio,stock_specific,0.854267954826355,100.0,0.0031351977959275246,22.0,0.981788409456614,0.6152087210130386,-0.36657968844357547
Volume%,stock_specific,0.730253279209137,100.0,0.003102204529568553,23.0,0.7724530938432926,0.8914549946964763,0.11900190085318363
HC_Predict_Regime,stock_specific,0.832850992679596,100.0,0.0029966861475259066,25.0,0.9931271524297655,0.5618830735668483,-0.43124407886291716
dollar_volume_zscore,stock_specific,0.7531567811965942,100.0,0.0029849980492144823,26.0,0.7972032641573604,0.9313530834880555,0.13414981933069503
High_Close_Ratio,stock_specific,0.854267954826355,100.0,0.002849486656486988,28.0,0.981788409456614,0.6152087210130386,-0.36657968844357547
information_rate_of_change,stock_specific,0.9031503796577454,100.0,0.002762748161330819,29.0,0.8629918184968153,0.12164852528215488,-0.7413432932146604
corr_DIA,stock_specific,0.8761675953865051,96.56033322984581,0.002691911533474922,31.0,-0.384870161999707,0.00992500450051944,-0.37494515749918755
corr_IWM,stock_specific,0.9382417798042297,96.56033322984581,0.002649288857355714,33.0,-0.19714528465800082,-0.01161575186098795,-0.18552953279701287
dollar_volume_ratio_252d,stock_specific,0.6996477246284485,100.0,0.002463187323883176,36.0,0.6800542311104579,0.9296738455160785,0.24961961440562053
atr_percentile_rank,stock_specific,0.7908412218093872,100.0,0.002459865529090166,38.0,0.021049213541766466,0.48660060899196855,0.4655513954502021
High_Low,stock_specific,0.8662996888160706,100.0,0.0024367328733205795,40.0,1.0583537055399623,0.6675248752327289,-0.3908288303072335
percent_range,stock_specific,0.8662996292114258,100.0,0.0022595454938709736,61.0,1.0583517111467906,0.6675266291938052,-0.3908250819529854
Volume%_rolling_90,stock_specific,0.729873538017273,100.0,0.0022505605593323708,63.0,0.7622479390841561,0.9469934856078013,0.18474554652364517
Rolling_Mean_28,stock_specific,1.0435395240783691,100.0,0.00217226124368608,83.0,-0.6411836267539699,-0.02433431276907389,-0.616849313984896
intraday_range_pct,stock_specific,0.8662996888160706,100.0,0.0021702044177800417,84.0,1.0583537055399623,0.6675248752327289,-0.3908288303072335
KC_UPPER%,stock_specific,0.8679999709129333,100.0,0.002134921494871378,90.0,0.38229776048709435,0.18071339086538396,-0.2015843696217104
beta_IWM,stock_specific,0.9613165259361267,96.56033322984581,0.002078269375488162,98.0,0.20598871824996892,0.020714850615430522,-0.1852738676345384
Realized_Vol_21d,stock_specific,0.854166567325592,100.0,0.002073845826089382,99.0,0.8554568956499542,0.35093254073796243,-0.5045243549119918
volume_spike_ratio,stock_specific,0.7248666882514954,100.0,0.0020679528824985027,102.0,0.7795654177624415,0.7525486352055826,-0.02701678255685891
Price_Differential_Ratio_LogDiff_10d,stock_specific,0.8799158334732056,100.0,0.0020673915278166533,103.0,0.40336345573653704,0.40922182129700907,0.005858365560472034
corr_SPY,stock_specific,0.8418601751327515,96.56033322984581,0.00203857384622097,111.0,-0.14971539633334738,-0.11534703867168386,-0.03436835766166352
G_Price_Differential_Analyzer,stock_specific,0.8765632510185242,100.0,0.0020215476397424936,115.0,1.0614722848312141,0.6525612944528626,-0.40891099037835155
beta_QQQ,stock_specific,0.8157747387886047,96.56033322984581,0.0020040194503962994,121.0,0.28821102712565194,-0.07590665271373308,-0.21230437441191885
RSI_HC_Composite,stock_specific,0.7986541390419006,100.0,0.0019069203408434987,134.0,0.8772313535982559,0.5309205696022441,-0.3463107839960118
corr_QQQ,stock_specific,0.8144571185112,96.56033322984581,0.0019057800527662039,136.0,0.006901505974381755,-0.13431264660950443,0.12741114063512268
beta_SPY,stock_specific,0.9148299098014832,96.56033322984581,0.0018680645152926445,144.0,0.23864372850111276,-0.11304494724332054,-0.12559878125779222
atr_regime_low,stock_specific,0.9273272156715393,100.0,0.00183085014577955,148.0,-0.06015434290109667,-0.4193992833594822,0.3592449404583855
distance_from_sma_20d,stock_specific,0.8765475153923035,100.0,0.0018295584013685584,150.0,0.021221313566734724,-0.10721934155617761,0.0859980279894429
Perc_Diff,stock_specific,0.9232506155967712,100.0,0.0018167590023949742,153.0,0.04020088395354919,0.1031735822166665,0.06297269826311731
Price_Differential_Ratio_InfoDecay_3d,stock_specific,0.9116814732551575,100.0,0.0017992290668189526,158.0,-0.09746806457642986,-0.0191512608499948,-0.07831680372643506
higher_order_moments_Kurtosis,stock_specific,0.9040456414222717,100.0,0.001769132330082357,164.0,-0.18421947837322805,0.005613962654993944,-0.1786055157182341
HC_GP_Composite,stock_specific,0.9045567512512207,100.0,0.0017651936504989862,165.0,1.1048719687702577,0.5804222711541498,-0.5244496976161079
G_Volume_Weighted_High_Ratio,stock_specific,0.9837948083877563,100.0,0.0017621269216760993,166.0,-0.45492947695449903,-0.8622866511178083,0.4073571741633093
beta_DIA,stock_specific,0.980027437210083,96.56033322984581,0.0017572436481714249,168.0,0.15561480792026605,0.05986518803178694,-0.0957496198884791
Divergence,stock_specific,1.0496752262115479,100.0,0.0017449798760935664,169.0,-0.636152209141043,-0.01516249509569741,-0.6209897140453455
open_close_ratio,stock_specific,0.8718199133872986,100.0,0.0017323396168649197,172.0,-0.24536862864943784,-0.3002342451705951,0.05486561652115726
entropy,stock_specific,0.9482651352882385,100.0,0.0017316750017926097,173.0,0.21240980616912936,0.009044359129981448,-0.2033654470391479
cv_20d_percentile,stock_specific,0.9284456372261047,100.0,0.0017277697334066033,175.0,0.05073866378856406,0.11815568089140052,0.06741701710283646
Lyapunov_Scaled,stock_specific,0.8380416631698608,100.0,0.001720080035738647,178.0,-0.025686563737182908,0.19432729893356557,0.16864073519638267
Price_Differential_Ratio_LogDiff_5d,stock_specific,0.8643913269042969,100.0,0.001714718178845942,179.0,0.345052179056662,0.3246129233068163,-0.02043925574984573
rapid_price_change_zscore,stock_specific,0.8391931653022766,100.0,0.0016973718302324414,184.0,-0.09070651014812518,-0.19522895863572748,0.1045224484876023
VWAP%_from_high,stock_specific,0.8867793083190918,100.0,0.0016913441941142082,186.0,-0.47175475077103785,-0.04387874352903998,-0.42787600724199787
gap_percentage,stock_specific,0.8275535106658936,100.0,0.0016902973875403404,188.0,0.05985924044908029,-0.01167560212841435,-0.04818363832066594
days_since_high,stock_specific,0.8444010615348816,100.0,0.0016829032683745027,193.0,0.15432162491799972,-0.03916784650677399,-0.11515377841122573
return_3d,stock_specific,0.856438159942627,100.0,0.0016818615840747952,194.0,-0.07746284144180718,-0.20056348993681816,0.12310064849501098
percent_from_high,stock_specific,0.8942137956619263,100.0,0.0016788026550784707,195.0,-0.4236602870344577,-0.09572115168917186,-0.32793913534528585
cv_50d,stock_specific,0.8886285424232483,100.0,0.0016655189683660865,199.0,0.7586105113096127,0.15217661298724058,-0.606433898322372
alpha_SPY,stock_specific,0.949020266532898,96.56033322984581,0.0016566191334277391,202.0,0.02479705863070285,0.17350100642682106,0.1487039477961182
dollar_volume_ma_10,stock_specific,0.997266870386321,100.0,0.001638778019696474,204.0,-0.12135877254410202,0.3247107646704567,0.20335199212635466
Price_Differential_Ratio_PctChange_1d,stock_specific,0.8929149508476257,100.0,0.0016313958913087845,209.0,-0.18492680131590503,-0.21067472733104003,0.02574792601513501
stress_vol_v7,stock_specific,0.9270011782646179,100.0,0.0016261488199234009,210.0,0.9300014705955645,0.3858123051589264,-0.5441891654366381
HC_Ratio_norm,stock_specific,0.8554750084877014,100.0,0.0016252988716587424,212.0,0.5685120192388582,0.6123776452364489,0.043865625997590696
RSI_HC_Composite_norm,stock_specific,0.8579769730567932,100.0,0.0016175956698134542,213.0,0.504102455595913,0.5850427210457879,0.08094026544987487
Volume_lag_1,stock_specific,0.9513613099829344,100.0,0.0016091481084004045,216.0,0.40524283457666,0.6935044692351431,0.2882616346584831
Price_Differential_Ratio_LogScale_Zscore_20d,stock_specific,0.8902702927589417,100.0,0.0015907424967736006,219.0,0.47277004770895226,0.5031123272056633,0.03034227949671109
G_Price_Volatility_Trend_Measure,stock_specific,0.9205616116523743,100.0,0.0015811134362593293,222.0,0.9722817930709289,0.5581462524508346,-0.4141355406200943
CID_SD,stock_specific,0.9833883047103882,100.0,0.0015791698824614286,223.0,-0.044957193936060603,0.1819322332062116,0.136975039270151
G_Volume_Price_Impact_Indicator,stock_specific,0.7761582732200623,100.0,0.0015628526452928782,227.0,0.7353953772240817,0.6815918386546563,-0.053803538569425324
G_PDA_Weighted_Signal_Strength,stock_specific,0.9373184163641992,100.0,0.0015521064633503556,232.0,0.14772124758199456,0.19210304270247305,0.04438179512047849
Price_Differential_Ratio_Diff_1d,stock_specific,0.8971970677375793,100.0,0.0015510988887399435,233.0,0.18625544035299663,0.20861280819619707,0.022357367843200443
Pattern_Indicator,stock_specific,0.7933807373046875,100.0,0.0015502783935517073,234.0,0.7048999934828075,0.41637797097036044,-0.2885220225124471
Price_Differential_Ratio_LogDiff_1d,stock_specific,0.8907186388969421,100.0,0.0015461767325177789,235.0,0.18492747117141642,0.20681804254302993,0.021890571371613515
Rolling_Std_90,stock_specific,0.9921300411224365,100.0,0.0015458890702575445,236.0,-0.057530481746510036,0.13693060844122693,0.07940012669471688
dollar_volume_std_252,stock_specific,1.0240329607934175,100.0,0.0015449365600943565,237.0,-0.06392704211025398,-0.03403182514006885,-0.02989521697018513
Log_Return,stock_specific,0.8541556000709534,100.0,0.0015286019770428538,243.0,-0.20652754541214793,-0.2798073220294902,0.07327977661734228
HC_Predict_Regime_norm,stock_specific,0.8742268681526184,100.0,0.0015256814658641815,244.0,0.5526515649414987,0.5532238854570539,0.0005723205155552247
CID_Mean,stock_specific,0.8488146066665649,100.0,0.0015198120381683111,245.0,-0.04532622787559931,0.1514782464252259,0.10615201854962658
cv_10d,stock_specific,0.9054428935050964,100.0,0.0015161846531555057,247.0,0.8086063680300972,0.33542109204548953,-0.4731852759846077
liquidity_score,stock_specific,0.9185856580734253,100.0,0.0015131901018321514,249.0,0.7520363190143116,0.8714953512518113,0.11945903223749976
G_Log_Scaled_Price_Ratio,stock_specific,0.8597798347473145,100.0,0.001512781367637217,250.0,0.07700950577427373,-0.027428152430261695,-0.049581353344012036
cv_20d,stock_specific,0.9046037197113037,100.0,0.0015061118174344301,252.0,0.7430786818254482,0.20550569563036772,-0.5375729861950805
dollar_volume_ratio_10d,stock_specific,0.6926147937774658,100.0,0.0015009262133389711,255.0,0.75468580821256,0.714111110313387,-0.04057469789917301
volume_trend_5d_20d,stock_specific,0.8998969793319702,100.0,0.0014863997930660844,259.0,0.2682784975017364,0.34145418781693115,0.07317569031519477
cv_50d_regime_low,stock_specific,0.9522411227226257,100.0,0.0014731036499142647,268.0,-0.01166186102091737,0.08060205673647042,0.06894019571555304
Price_Differential_Ratio_SignalPersistence,stock_specific,0.8138103779115055,100.0,0.0014700539177283645,270.0,-0.16208578300039386,-0.07643104857980908,-0.08565473442058479
G_Advanced_Trend_Synthesizer,stock_specific,1.0428003072738647,100.0,0.0014696174766868353,271.0,-0.6266249636513914,0.015920625710950046,-0.6107043379404413
Realized_Vol_10d,stock_specific,0.9124057292938232,100.0,0.0014643087051808834,276.0,0.9064237219909496,0.4615261048471561,-0.44489761714379344
Distance to Support (%),stock_specific,0.5925361514091492,100.0,0.0014611223014071584,279.0,0.050016034336638246,-0.030148097275008324,-0.019867937061629922
G_Price_Volume_Disparity_Index,stock_specific,0.925493597984314,100.0,0.001460904604755342,280.0,0.8768344698363661,0.30781325835620177,-0.5690212114801644
G_Adjusted_Close_Tracker,stock_specific,1.0470362901687622,100.0,0.0014589308993890882,281.0,-0.6363714693181093,-0.05158285567710218,-0.5847886136410071
distance_from_sma_10d,stock_specific,0.8577426671981812,100.0,0.001453460194170475,282.0,-0.031196670710247662,-0.1820531921407851,0.15085652143053746
price_position_20d,stock_specific,0.9204601049423218,100.0,0.0014516743831336498,284.0,-0.18976400354920062,-0.1747152004093188,-0.015048803139881828
Price_Differential_Ratio_ZScore,stock_specific,0.891751766204834,100.0,0.0014486085856333375,286.0,0.4731231925646272,0.5038828503456033,0.030759657780976113
percent_change_Close_lag_1,stock_specific,0.8512141704559326,100.0,0.001447741873562336,287.0,0.04483776938621838,-0.03171938612895263,-0.013118383257265755
VWAP_std200,stock_specific,0.8983150124549866,100.0,0.0014474103227257729,288.0,-0.11088419190197674,0.09571263388582156,-0.015171558016155176
Pattern_Indicator_norm,stock_specific,0.8464049100875854,100.0,0.001446648733690381,289.0,0.29952835494904634,0.4309671374786993,0.13143878252965296
alpha_IWM,stock_specific,0.9547361731529236,96.56033322984581,0.001445313449949026,291.0,0.048592868969993167,0.16794777962996577,0.1193549106599726
Distance to Resistance (%),stock_specific,0.8870396614074707,100.0,0.0014377664774656296,293.0,0.051169152527545385,0.009101273302886452,-0.04206787922465893
High_Close,stock_specific,0.8573139905929565,100.0,0.001436981139704585,294.0,0.4783874492450392,0.09257461562249816,-0.38581283362254104
cv_50d_percentile,stock_specific,0.9721677899360657,100.0,0.0014336140593513846,296.0,0.010564361099231962,0.043974657184353075,0.03341029608512111
Price_Differential_Ratio_LogScale_Zscore_50d,stock_specific,0.8318109512329102,100.0,0.001433206838555634,297.0,0.4846899388007042,0.6093776761454787,0.12468773734477445
Mean_Reversion_Z_Score_28_std_1,stock_specific,0.9319846034049988,100.0,0.001430993084795773,299.0,-0.034846417819745255,0.050522835964380064,0.01567641814463481
momentum_strength_continuous,stock_specific,0.9358969926834106,100.0,0.0014295835280790925,301.0,-0.013327595122244906,-0.16426451481863144,0.15093691969638653
G_Price_Open_Ratio_Indicator,stock_specific,0.8587613105773926,100.0,0.0014284630306065083,302.0,-0.08494517849835836,-0.003416703369115204,-0.08152847512924316
Price_Differential_Ratio_LogScale_Zscore_10d,stock_specific,0.925857424736023,100.0,0.0014282269403338432,303.0,0.4221207647044533,0.4095401933176284,-0.01258057138682489
G_Multi_Point_Price_Analyzer,stock_specific,0.8718577027320862,100.0,0.0014267644146457314,304.0,0.7624637641051191,0.32785963130073675,-0.4346041328043823
autocorrelation,stock_specific,0.9684815406799316,100.0,0.0014240184100344777,305.0,0.017899860338471345,0.07764776654231448,0.05974790620384313
Price_Differential_Ratio_LowVolatilityRegime,stock_specific,0.9370218147556924,100.0,0.001420857384800911,307.0,-0.0890482744720405,-0.5500544931324343,0.46100621866039376
Price_Differential_Ratio_PctChange_10d,stock_specific,0.8748685121536255,100.0,0.0014169183559715748,309.0,-0.4033638593222435,-0.41289360309739537,0.009529743775151867
Price_Differential_Ratio_Diff_3d,stock_specific,0.8724470138549805,100.0,0.0014155794633552432,310.0,0.30620187087594347,0.30486830318287145,-0.0013335676930720242
Lyapunov_Exponent_MA,stock_specific,0.8975760340690613,100.0,0.0014138598926365376,311.0,0.04596467312853536,0.049861791107649975,0.0038971179791146143
Price_Differential_Ratio_Autocorr_3d,stock_specific,0.9599998593330383,100.0,0.0014133015647530556,313.0,0.06453747386640377,0.006568753473103802,-0.05796872039329996
Price_Differential_Ratio_Diff_5d,stock_specific,0.867702305316925,100.0,0.0014129190240055323,315.0,0.34647385298539324,0.32670399690901486,-0.019769856076378378
volume_entropy,stock_specific,0.9487164616584778,100.0,0.0014098376268520951,316.0,-0.32907950362295063,0.11933920604691851,-0.20974029757603213
Volume_std,stock_specific,0.8997125176816291,100.0,0.0014098265673965216,317.0,0.4054197874596086,0.21909007989194831,-0.1863297075676603
Low_Close,stock_specific,0.8443771600723267,100.0,0.0014033131301403046,320.0,-0.49952043501174404,-0.24387915053389256,-0.2556412844778515
emd_features_IMF_1_Energy,stock_specific,1.0479199886322021,100.0,0.0014004787662997842,321.0,-0.14092326967932875,0.1579408975011706,0.017017627821841852
direction_flipper_count5,stock_specific,0.9147065877914429,100.0,0.0013913648435845971,325.0,-0.07304611329322297,-0.07384886857358114,0.0008027552803581695
G_Lagged_Price_Volume_Convergence,stock_specific,0.9021139740943909,100.0,0.0013907704269513488,327.0,-0.9315061795605472,-0.32991762891659493,-0.6015885506439522
Price_Differential_Ratio_LogScale_Rank_50d,stock_specific,0.9043163061141968,100.0,0.0013906777603551745,328.0,0.48424166205071806,0.6299092643500135,0.14566760229929543
volume_momentum_ratio,stock_specific,0.8998969793319702,100.0,0.001387247582897544,329.0,0.2682784975017364,0.34145418781693115,0.07317569031519477
gap_in_atr_terms,stock_specific,0.8034732341766357,100.0,0.0013794712722301483,333.0,-0.0007323708498012097,-0.01647650089445048,0.015744130044649272
cv_10d_percentile,stock_specific,0.9137142896652222,100.0,0.0013783944305032492,334.0,0.16251116527294343,0.2725088141085036,0.10999764883556015
G_PDA_Log_Zscore_20d,stock_specific,0.8902701735496521,100.0,0.0013729071943089366,335.0,0.4727700603945429,0.5031137170216731,0.030343656627130178
14ma%,stock_specific,0.8633684515953064,100.0,0.0013670845655724406,341.0,0.009259137259724918,-0.14048729809891425,0.13122816083918934
G_PDA_Autocorr_3d,stock_specific,0.9599998593330383,100.0,0.0013670409098267555,342.0,0.06453747386640377,0.006568753473103802,-0.05796872039329996
return_20d,stock_specific,0.8552213907241821,100.0,0.0013630662579089403,347.0,0.030886498633162316,-0.026424744357560155,-0.004461754275602161
return_10d,stock_specific,0.8687270283699036,100.0,0.0013604441192001104,349.0,0.04987137926973096,-0.07482830854465093,0.02495692927491997
emd_features_IMF_2_Energy,stock_specific,0.7736748456954956,100.0,0.001359031768515706,351.0,-0.11268532991312387,0.13925664388600853,0.02657131397288466
price_acceleration,stock_specific,0.8575566411018372,100.0,0.0013578395592048764,353.0,-0.06374417205198808,-0.13450832361553536,0.07076415156354728
dollar_volume_percentile,stock_specific,0.9299519658088684,100.0,0.0013571528252214193,354.0,0.7623383499318168,0.8896876361434329,0.12734928621161612
Price_Differential_Ratio_LogScale_Minmax_10d,stock_specific,0.9421417713165283,100.0,0.0013534327736124396,358.0,0.4093539039454938,0.37264182657112394,-0.03671207737436988
dvamr_probability,stock_specific,0.897739827632904,100.0,0.0013530756114050746,359.0,0.03706236543857115,0.04491320468644586,0.007850839247874705
rapid_price_change_5d,stock_specific,0.8581053018569946,100.0,0.0013526884140446782,361.0,-0.014315854233057063,-0.14995333254710222,0.13563747831404516
noise_PinkNoise,stock_specific,0.9869727492332458,100.0,0.0013473199214786291,363.0,0.07052643570089157,0.08366170545409163,0.013135269753200063
distance_from_sma_50d,stock_specific,0.9029772281646729,100.0,0.001346105127595365,367.0,0.04686712737941242,0.00033413919733467926,-0.04653298818207774
G_Price_Volatility_Gauge,stock_specific,0.8958727121353149,100.0,0.0013440960319712758,369.0,0.7228974633539933,0.29973153973021055,-0.42316592362378275
Dynamic_RSI,stock_specific,0.8784171938896179,100.0,0.0013413132401183248,372.0,-0.010295455088007662,0.028696004725235435,0.018400549637227773
dollar_volume_ma_252,stock_specific,1.075885615891255,100.0,0.001336903078481555,374.0,-0.14467240454762653,0.04184990774153323,-0.1028224968060933
Rolling_Std_151,stock_specific,0.9876648187637329,100.0,0.0013355233240872622,376.0,-0.029177936184192975,0.15270044500196456,0.12352250881777158
Volume_rolling_90,stock_specific,0.9813611223110921,100.0,0.001334957662038505,377.0,0.3378758272827822,0.2620801176230386,-0.07579570965974358
Price_Differential_Ratio_Diff_10d,stock_specific,0.876703143119812,100.0,0.0013315341202542186,380.0,0.40548912499335604,0.41069116203303513,0.005202037039679086
return_3d_abs,stock_specific,0.8846102952957153,100.0,0.0013313236413523555,381.0,0.6933336074797828,0.2579290285299592,-0.4354045789498236
