feature,cls,xs_share,pct_nonnull,model_importance,model_rank,raw_IR,tsz_IR,lift_absIR
percent_change_Close_lag_5,stock_specific,0.8643025755882263,100.0,0.0013282402651384473,384.0,0.03523631585236238,0.0010019445778749942,-0.034234371274487384
RSI,stock_specific,0.884621262550354,100.0,0.0013225540751591325,387.0,-0.07869042322308123,-0.0833828487293871,0.004692425506305872
Weighted_Close_Change_Velocity,stock_specific,0.8756467700004578,100.0,0.0013155144406482577,393.0,0.031785795553812286,0.0770580845957847,0.04527228904197241
std_14,stock_specific,0.9322619438171387,100.0,0.0013142783427610993,395.0,-0.07963950692076424,0.27707383352381737,0.19743432660305313
trading_signal_composite,stock_specific,0.8154807686805725,100.0,0.001312060165219009,397.0,0.1304026979306573,0.2633609522199713,0.132958254289314
SMA50,stock_specific,1.0434658527374268,100.0,0.0013063355581834912,398.0,-0.6426666867755488,-0.040764537553845584,-0.6019021492217033
Rolling_Mean_90,stock_specific,1.017593502998352,100.0,0.0013062761863693595,399.0,-0.6534804398045649,-0.06494420648320011,-0.5885362333213648
atr_14,stock_specific,0.9844191074371338,100.0,0.0013045191299170256,401.0,-0.13604784966258973,0.33530840510178017,0.19926055543919044
return_10d_abs,stock_specific,0.9069939851760864,100.0,0.0013024472864344716,402.0,0.5789015458930018,0.16493865631733012,-0.4139628895756717
Price_Differential_Ratio,stock_specific,0.8765632510185242,100.0,0.001298342365771532,404.0,1.0614722848312141,0.6525612944528626,-0.40891099037835155
High_Close_Ratio_norm,stock_specific,0.8554750084877014,100.0,0.0012981976615265012,405.0,0.5685120192388582,0.6123776452364489,0.043865625997590696
Price_Differential_Ratio_InfoDecay_5d,stock_specific,0.9793524742126465,100.0,0.0012981084873899817,406.0,-0.003835900473040773,-0.04658495349238208,0.0427490530193413
Price_Differential_Ratio_PctChange_5d,stock_specific,0.8669137954711914,100.0,0.0012958464212715626,407.0,-0.34505425691261277,-0.3282498541769487,-0.01680440273566408
Price_Differential_Ratio_PctChange_3d,stock_specific,0.8690065741539001,100.0,0.0012948119547218084,411.0,-0.30529312588256635,-0.30666074759149287,0.0013676217089265141
Lyapunov_Exponent,stock_specific,0.8798069357872009,100.0,0.0012939197476953268,412.0,0.00809408210825406,-0.10548093856320931,0.09738685645495525
higher_order_moments_Skewness,stock_specific,0.9160909652709961,100.0,0.001286982442252338,417.0,0.13204493867316075,-0.012398473544016467,-0.11964646512914429
price_position_50d,stock_specific,0.937215268611908,100.0,0.0012858938425779343,418.0,-0.14554676594911406,-0.08188412689648421,-0.06366263905262985
G_Volume_Trend_Analyzer,stock_specific,0.8742532730102539,100.0,0.001283910940401256,419.0,0.41215404447694703,0.43068198816695463,0.018527943690007598
Price_Differential_Ratio_InformationRatio,stock_specific,0.873531699180603,100.0,0.0012831002241000533,420.0,-0.16593839855719197,-0.3678104250046688,0.20187202644747684
time_between_extremes,stock_specific,0.953829824924469,100.0,0.001275089685805142,424.0,-0.033239844029979475,0.08902799519248428,0.0557881511625048
dfa_alpha,stock_specific,0.9329700469970703,100.0,0.0012692103628069162,426.0,-0.022841300570818405,-0.0205936540687813,-0.0022476465020371053
G_Logarithmic_Trend_Detector,stock_specific,0.8682191371917725,100.0,0.0012685621622949839,428.0,-0.05215220677398274,0.004413607217013342,-0.047738599556969394
pct_change_std,stock_specific,0.9461296796798706,100.0,0.001267620944418013,429.0,-0.10041693643060635,0.20734238147028566,0.10692544503967931
Mean_Reversion_Z_Score_90_std_1,stock_specific,0.9625469446182251,100.0,0.0012669533025473356,430.0,-0.038539806669244496,0.10178384989906009,0.06324404322981558
return_5d_abs,stock_specific,0.8827636241912842,100.0,0.0012592844432219863,433.0,0.6963305881792142,0.27312863915168,-0.4232019490275342
Volume_rolling_28,stock_specific,0.9844049784753165,100.0,0.0012591624399647117,434.0,0.3342574343938536,0.3169795779053032,-0.017277856488550403
lyapunov_exponent,stock_specific,0.9955580830574036,100.0,0.001258723670616746,435.0,-0.13704876387125167,0.1440084909174064,0.006959727046154718
Market_Regime,stock_specific,0.48111721873283386,100.0,0.001251433277502656,438.0,0.04831980022609702,0.11933279343622885,0.07101299321013183
G_High_Price_Momentum_Indicator,stock_specific,0.8588154315948486,100.0,0.0012490811059251428,440.0,0.07700792674007384,-0.029462759300928343,-0.0475451674391455
G_Volume_Adjusted_Price_Indicator,stock_specific,0.7474042177200317,100.0,0.0012388579780235887,444.0,-0.7706456856434925,-0.4546794312635201,-0.31596625437997233
MA_200,stock_specific,1.0379372835159302,100.0,0.0012362530687823892,446.0,-0.6649059510162549,-0.07118553867355343,-0.5937204123427016
emd_features_IMF_1_Std,stock_specific,1.018890619277954,100.0,0.0012332276673987508,447.0,-0.14591930487154903,0.15020835825287124,0.004289053381322211
return_20d_abs,stock_specific,0.8292850852012634,100.0,0.0012318264925852418,449.0,0.5471225014689329,0.09344687745186687,-0.45367562401706607
percent_change_Close_lag_10,stock_specific,0.8576652407646179,100.0,0.0012313431361690164,450.0,0.02799320431507133,0.007919724494064867,-0.020073479821006462
momentum_score,stock_specific,0.9329367280006409,100.0,0.001230600057169795,451.0,-0.022834654693997695,-0.035800176637005875,0.01296552194300818
stress_v6,stock_specific,0.9456879496574402,100.0,0.0012293130857869983,452.0,0.9360493286601896,0.3937295320420796,-0.54231979661811
gap_absolute,stock_specific,0.8331717848777771,100.0,0.0012267122510820627,455.0,0.5311295023499224,0.2197117922887306,-0.3114177100611918
KC_LOWER%,stock_specific,0.8984454274177551,100.0,0.001220750855281949,457.0,0.3843657983854897,-0.01797854086911101,-0.3663872575163787
Price_Differential_Ratio_LogScale_Minmax_20d,stock_specific,0.9184693694114685,100.0,0.001220722682774067,458.0,0.49452832904886385,0.48450501525281253,-0.010023313796051314
emd_features_IMF_2_Std,stock_specific,0.9826385974884033,100.0,0.001216593198478222,460.0,-0.12543885240668726,0.13819814638330458,0.01275929397661732
Mean_Reversion_Z_Score_151_std_3,stock_specific,0.9717912673950195,100.0,0.00121573475189507,461.0,-0.04522265017265445,0.1319342446411361,0.08671159446848165
spectral_entropy,stock_specific,0.9774811863899231,100.0,0.0012124998029321432,464.0,-0.14186135508799308,-0.025957129297874415,-0.11590422579011866
Rolling_Std_28,stock_specific,0.9558792114257812,100.0,0.001208566129207611,469.0,-0.12361749925288142,0.05122496025672438,-0.07239253899615704
Complexity_Invariant_Distance,stock_specific,0.5911100506782532,100.0,0.0012073066318407655,472.0,-0.02654983284354762,0.24492064740840974,0.21837081456486213
alpha_QQQ,stock_specific,0.9313199520111084,96.56033322984581,0.0012025447795167565,474.0,0.017815656218999422,0.1466271932385446,0.12881153701954517
alpha_DIA,stock_specific,0.9566883444786072,96.56033322984581,0.0012015261454507709,475.0,0.05257050436262995,0.1230322185067244,0.07046171414409444
14ma%_count,stock_specific,0.9212694764137268,100.0,0.0011961256386712193,479.0,-0.0587199582685781,0.02242622179333728,-0.03629373647524082
VWAP_std14,stock_specific,0.8917837142944336,100.0,0.0011883501429110765,482.0,-0.09913938491121634,0.10090717615776182,0.0017677912465454831
Price_Differential_Ratio_LogScale_Rank_20d,stock_specific,0.9179276823997498,100.0,0.001181269297376275,488.0,0.4700678421812104,0.5132261140167192,0.043158271835508855
Significant_Indicators_Ensemble,stock_specific,0.8591088056564331,100.0,0.0011781709035858512,489.0,0.5211816069227441,0.5880240473513866,0.06684244042864251
price_position_100d,stock_specific,0.9443216323852539,100.0,0.0011774592567235231,490.0,-0.14256418644080127,-0.028500586700537307,-0.11406359974026396
return_5d,stock_specific,0.8581053018569946,100.0,0.0011634312104433775,496.0,-0.014315854233057063,-0.14995333254710222,0.13563747831404516
Price_Differential_Ratio_Acceleration_5d,stock_specific,0.10120502859354019,100.0,0.001163085806183517,497.0,0.003827816273589873,0.10284888138094582,0.09902106510735595
Price_Differential_Ratio_InfoDecay_1d,stock_specific,0.8819085359573364,100.0,0.0011603253660723567,499.0,-0.03904016376343983,-0.24914783838100435,0.21010767461756452
Price_Differential_Ratio_LogScale_Minmax_50d,stock_specific,0.8605896830558777,100.0,0.0011595917167142034,502.0,0.5962704759897527,0.6902396043082085,0.09396912831845583
Price_Differential_Ratio_Autocorr_5d,stock_specific,0.9882463216781616,100.0,0.0011595707619562745,503.0,-0.013750740809813663,0.059078283687826555,0.04532754287801289
VWAP%,stock_specific,0.8689908981323242,100.0,0.0011588556226342916,504.0,0.012332981398398524,-0.14062020477046625,0.12828722337206772
volatility_score,stock_specific,0.6543775796890259,100.0,0.0011574052041396499,505.0,-0.018643460061696936,0.24813754799816395,0.22949408793646703
higuchi_fractal_dimension,stock_specific,0.9587740302085876,100.0,0.0011535369558259845,507.0,0.037880278422096916,0.10168943645461187,0.06380915803251495
trend_consistency_20d,stock_specific,0.9406161904335022,100.0,0.001153431017883122,508.0,-0.0854006965874373,0.01507083079794592,-0.07032986578949138
minima,stock_specific,1.0287859439849854,100.0,0.0011438843794167042,511.0,-0.6551601579747373,-0.04474833565913034,-0.6104118223156069
noise_WhiteNoise,stock_specific,0.9855130910873413,100.0,0.0011393290478736162,513.0,-0.08927054799177578,-0.025547158102804814,-0.06372338988897097
stress_v7,stock_specific,0.9485567808151245,100.0,0.0011176823172718287,519.0,0.8890284065093389,0.3237291499742216,-0.5652992565351174
Volume_Spectral_Splatter,stock_specific,0.9601619839668274,100.0,0.001098542707040906,522.0,-0.20093340129014403,-0.006461551668119237,-0.1944718496220248
Price_Differential_Ratio_LogDiff_3d,stock_specific,0.8700042366981506,100.0,0.0010733340168371797,525.0,0.3052900541915622,0.30240289922072616,-0.0028871549708360256
G_Cyclical_Price_Oscillator,stock_specific,0.9987651109695435,100.0,0.0010565747506916523,527.0,0.6304444441025293,0.009480231529424636,-0.6209642125731046
trend_consistency_5d,stock_specific,0.9147065281867981,100.0,0.0010537384077906609,528.0,-0.07304611329322297,-0.0738522656998481,0.0008061524066251269
volume_trend_strength,stock_specific,0.899288535118103,100.0,0.001041474868543446,529.0,0.26827822273461993,0.34654680104287144,0.07826857830825151
volume_persistence,stock_specific,0.9349068999290466,100.0,0.001039555761963129,530.0,0.26400185160468925,0.45486813842277185,0.1908662868180826
Price_Differential_Ratio_Autocorr_1d,stock_specific,0.8979671597480774,100.0,0.0010240038391202688,531.0,0.036443179374294234,0.20829842962279488,0.17185525024850065
Price_Differential_Ratio_Acceleration_3d,stock_specific,0.1528036743402481,100.0,0.0010232962667942047,532.0,-0.03938586324613905,-0.0584416115900439,0.019055748343904853
maxima,stock_specific,1.0301564931869507,100.0,0.0010225323494523764,533.0,-0.6465297181412206,-0.043716356998860784,-0.6028133611423598
trend_consistency_10d,stock_specific,0.9267390370368958,100.0,0.0009944327175617218,538.0,-0.057428729704844764,-0.02749260797360522,-0.029936121731239544
pct_change_std_rolling,stock_specific,1.0480903387069702,100.0,0.000897972087841481,541.0,-0.6360581871032379,-0.011557489763735166,-0.6245006973395028
G_PDA_Info_Decay_3d,stock_specific,0.9599998593330383,100.0,0.0008735902956686914,542.0,-0.06453687085642622,-0.006568058808190744,-0.05796881204823547
G_Momentum_Confluence_Indicator,stock_specific,0.9945151209831238,100.0,0.0008536739042028785,544.0,0.6309276450451486,0.02562213369427643,-0.6053055113508722
direction_flipper_count_10,stock_specific,0.926738977432251,100.0,0.0008140724385157228,546.0,-0.057428729704844764,-0.027488973027240855,-0.02993975667760391
Rolling_Mean_151,stock_specific,1.0283069610595703,100.0,0.0007921073120087385,548.0,-0.6606592124602274,-0.09126596265754054,-0.5693932498026869
trend_direction_20d,stock_specific,0.9849444031715393,100.0,0.0007792732212692499,549.0,-0.1357479282710199,-0.15058496112455932,0.014837032853539434
Price_Differential_Ratio_LogScale_Rank_10d,stock_specific,0.9345743060112,100.0,0.0007255965610966086,550.0,0.4213053165746986,0.39242258500325705,-0.028882731571441556
Price_Differential_Ratio_BearishCross,stock_specific,0.9401073291974841,100.0,0.000581074389629066,551.0,-0.2327365945467378,-0.056219989422901975,-0.17651660512383582
Smoothed_Close,stock_specific,1.0496752262115479,100.0,0.0003254675248172134,552.0,-0.6361523003815622,-0.015161582025564984,-0.6209907183559973
Price_Differential_Ratio_SignalStrength,stock_specific,0.9524502260728426,100.0,0.0002432313049212098,553.0,0.263835923160886,0.24493352904474897,-0.018902394116137033
G_Price_Gap_Analyzer,stock_specific,0.992614209651947,100.0,0.0,601.0,0.6226263149002244,0.0015216070307328517,-0.6211047078694915
G_Triple_High_Trend_Indicator,stock_specific,0.9920634627342224,100.0,0.0,599.0,0.6203181579114024,0.009030072657696358,-0.611288085253706
G_Complex_Price_Pattern_Indicator,stock_specific,0.9931775331497192,100.0,0.0,600.0,0.637311092606658,0.06351176152865727,-0.5737993310780007
Parabolic_SAR,stock_specific,1.043683409690857,100.0,0.0,563.0,-0.6288752136241184,0.015944027788659502,-0.6129311858354588
Kalman,stock_specific,1.0496752262115479,100.0,0.0,597.0,-0.6361523003815622,-0.015161582025564984,-0.6209907183559973
Perturbed_Kalman,stock_specific,1.0496752262115479,100.0,0.0,579.0,-0.636152270341871,-0.015164514921563845,-0.6209877554203072
Log_Divergence,stock_specific,0.9920924305915833,100.0,0.0,564.0,-0.6361527048709795,-0.024034402059375654,-0.6121183028116038
Price_Differential_Ratio_ExtremeHigh,stock_specific,0.8393745908377506,100.0,0.0,581.0,0.5496609751579105,0.601713270676846,0.05205229551893553
Price_Differential_Ratio_MomentumAccelerating,stock_specific,0.9392837509923705,100.0,0.0,592.0,-0.05686387753360672,0.1193971046583467,0.06253322712473998
Price_Differential_Ratio_MomentumDecelerating,stock_specific,0.9492937471350334,100.0,0.0,572.0,0.35916770856690833,0.09719873149294596,-0.2619689770739624
Price_Differential_Ratio_BullishCross,stock_specific,0.9596525062422475,100.0,0.0,585.0,0.3379911943782888,-0.3411699879310157,0.003178793552726933
Price_Differential_Ratio_HighVolatilityRegime,stock_specific,0.9341262305020707,100.0,0.0,586.0,-0.07112279244935352,0.5792233800974265,0.508100587648073
Price_Differential_Ratio_WeightedSignalStrength,stock_specific,0.9313405387009844,100.0,0.0,591.0,0.2633127631101287,0.25147131227606956,-0.01184145083405913
Trend_Direction,stock_specific,0.9755950570106506,100.0,0.0,584.0,-0.04831980022609702,0.00026665459773019565,-0.04805314562836682
sustained_volume_burst_count,stock_specific,0.7820141315460205,100.0,0.0,565.0,0.4359621365671011,-0.016372270200528432,-0.41958986636657264
momentum_strength_5d,stock_specific,0.9450977444648743,100.0,0.0,578.0,-0.009891256149425324,-0.24281749169742475,0.23292623554799943
trend_direction_10d,stock_specific,0.9652566313743591,100.0,0.0,557.0,-0.16423360740523896,-0.17746851194424834,0.013234904539009384
trend_direction_50d,stock_specific,0.9755950570106506,100.0,0.0,568.0,-0.04831980022609702,0.00026665459773019565,-0.04805314562836682
market_regime_composite,stock_specific,0.9849444031715393,100.0,0.0,567.0,-0.1357479282710199,-0.15058496112455932,0.014837032853539434
price_quality_score,stock_specific,0.9930592775344849,100.0,0.0,570.0,-0.6365848621905302,-0.05881261873015289,-0.5777722434603774
doji_pattern,stock_specific,0.9976100325584412,100.0,0.0,566.0,-0.5076213595049112,0.7211495208318123,0.2135281613269011
hammer_pattern,stock_specific,0.9750574231147766,100.0,0.0,569.0,-0.2824730633229817,-0.2043388602276081,-0.07813420309537361
cv_10d_regime_high,stock_specific,0.9337736964225769,100.0,0.0,556.0,0.18468921373258876,0.4244071743388739,0.23971796060628517
cv_10d_regime_low,stock_specific,0.9896941781044006,100.0,0.0,559.0,-0.12473037387234616,-0.21680353379668743,0.09207315992434127
cv_20d_regime_high,stock_specific,0.9599196910858154,100.0,0.0,560.0,0.05381273298204071,0.2967562662050179,0.24294353322297718
cv_20d_regime_low,stock_specific,0.9791002869606018,100.0,0.0,558.0,-0.017333808888487092,-0.05263603875263262,0.03530222986414552
cv_50d_regime_high,stock_specific,0.9676473140716553,100.0,0.0,562.0,0.07515171044016673,0.08597320600560335,0.010821495565436615
mp_d4_b185_sym_trace,stock_specific,0.9483051300048828,100.0,,,0.19571454197859364,-0.23119807105850482,0.035483529079911175
mp_d4_b65_sym_frob,stock_specific,0.9203773140907288,100.0,,,0.1597459651330235,-0.14873065326395066,-0.011015311869072841
mp_d5_b108_sym_trace,stock_specific,0.9131016135215759,100.0,,,0.46414043784530695,0.03201195243482391,-0.43212848541048304
mp_d4_b306_raw_top_left,stock_specific,0.9006276726722717,100.0,,,-0.2439411593758039,-0.03186011247874398,-0.21208104689705992
mp_d5_b169_sym_top_left,stock_specific,0.8843332529067993,100.0,,,-0.06339381671164032,-0.2411019758650405,0.17770815915340019
mp_d4_b267_sym_trace,stock_specific,0.908384382724762,100.0,,,0.014347470558382834,-0.15745133181233462,0.14310386125395178
mp_d4_b291_sym_frob,stock_specific,0.9216986894607544,100.0,,,0.0829270740687959,-0.22402222240797207,0.14109514833917616
mp_d4_b173_sym_top_left,stock_specific,0.9282782673835754,100.0,,,0.5127259478776912,-0.005193338729883505,-0.5075326091478077
mp_d4_b50_raw_top_left,stock_specific,0.9484150409698486,100.0,,,0.1643663409948379,-0.24606781395918645,0.08170147296434854
mp_d4_b364_skew_top_left,stock_specific,0.9327502846717834,100.0,,,-0.29130704227536675,0.15124574352408185,-0.1400612987512849
mp_d4_b396_sym_trace,stock_specific,0.9205532670021057,100.0,,,0.025336865730733987,-0.1923860507948537,0.16704918506411973
mp_d4_b291_sym_top_left,stock_specific,0.9558584690093994,100.0,,,0.39959023984546493,-0.16644327508512144,-0.2331469647603435
mp_d4_b477_skew_trace,stock_specific,0.9554500579833984,100.0,,,-0.5357766859351587,0.08792577659428173,-0.44785090934087696
mp_d5_b39_sym_trace,stock_specific,0.9123611450195312,100.0,,,0.6291795664764082,0.0442550239128902,-0.584924542563518
F1_PinkNoise,stock_specific,0.9935033917427063,100.0,,,-0.3981239924355219,-0.1534066819121253,-0.24471731052339657
F4_Price_Ratio,stock_specific,0.9890278577804565,100.0,,,0.47831019802103153,0.13473159426551226,-0.3435786037555193
N1_WN_LC,stock_specific,0.9952970743179321,100.0,,,-0.5089492379985588,-0.2377650242481925,-0.27118421375036633
N4_SpectralEnt,stock_specific,0.9914902448654175,100.0,,,0.20496631153261713,0.2190218293821973,0.014055517849580174
composite,stock_specific,0.9690342545509338,100.0,,,0.5871979464226493,0.22104590656011452,-0.3661520398625348
VIX_Extreme_High,vix,0.0,100.0,0.00329983769915998,20.0,,,
VIX_Percentile_252d,vix,0.0,100.0,0.0028736090753227472,27.0,,,
vix_regime_high,vix,0.0,100.0,0.0026731498073786497,32.0,,,
VIX_Percentile_60d,vix,0.0,100.0,0.0025461597833782434,34.0,,,
vix_acceleration,vix,0.0,100.0,0.0025206459686160088,35.0,,,
VIX_Z_20d,vix,0.0,100.0,0.002461470430716872,37.0,,,
VIX_Change_20d,vix,0.0,100.0,0.0023985011503100395,43.0,,,
VIX_MA20,vix,0.0,100.0,0.0023658827412873507,45.0,,,
VIX_Percentile_30d,vix,0.0,100.0,0.0023531911429017782,46.0,,,
VIX_Acceleration,vix,0.0,100.0,0.0023210053332149982,49.0,,,
VIX_Z_50d,vix,0.0,100.0,0.0023105754517018795,53.0,,,
VIX_Change_1d,vix,0.0,100.0,0.0022777714766561985,57.0,,,
VIX_Std_50d,vix,0.0,100.0,0.0022513694129884243,62.0,,,
VIX_of_VIX_Z,vix,0.00010505238606128842,100.0,0.00224011461250484,65.0,,,
VIX_Factor,vix,0.0,100.0,0.002226273762062192,70.0,,,
vix_percentile_rank,vix,0.0005731455748900771,100.0,0.0022260844707489014,71.0,,,
VIX_Mean_20d,vix,0.0,100.0,0.002221682807430625,72.0,,,
VIX_MA10,vix,0.0,100.0,0.0022140122018754482,73.0,,,
VIX_Change_10d,vix,0.0,100.0,0.002184781013056636,79.0,,,
VIX_Close,vix,0.0,100.0,0.002156920963898301,86.0,,,
vix_zscore,vix,0.0,100.0,0.002149500185623765,88.0,,,
vix_momentum_5d,vix,0.0,100.0,0.0021364307031035423,89.0,,,
VIX_Z_100d,vix,5.352194420993328e-05,100.0,0.002132755471393466,91.0,,,
VIX_Risk_Multiplier,vix,0.0,100.0,0.0021154782734811306,96.0,,,
VIX_Cross_20_50,vix,0.0,100.0,0.002060496248304844,105.0,,,
VIX_Change_5d,vix,0.0,100.0,0.0020501255057752132,109.0,,,
VIX_Mean_50d,vix,0.0,100.0,0.0020078590605407953,119.0,,,
corr_VIX,vix,0.8193056583404541,96.56033322984581,0.002006666734814644,120.0,,,
VIX_Std_20d,vix,0.0,100.0,0.001987542025744915,124.0,,,
VIX_Momentum,vix,0.0,100.0,0.001971708843484521,128.0,,,
beta_VIX,vix,0.8042708039283752,96.56033322984581,0.0018967489013448358,138.0,,,
VIX_MA50,vix,0.0,100.0,0.0018957520369440317,139.0,,,
VIX_of_VIX,vix,0.0,100.0,0.001788934227079153,160.0,,,
VIX_vs_Realized_21d,vix,0.7101713418960571,100.0,0.0017244737828150392,177.0,,,
VIX_Bottom,vix,0.0,100.0,0.0016975614707916975,183.0,,,
VIX_Std_100d,vix,1.1696878573275171e-05,100.0,0.0016876151785254478,191.0,,,
VIX_Mean_100d,vix,2.941994898719713e-05,100.0,0.0016713113291189075,197.0,,,
alpha_VIX,vix,0.9273248910903931,96.56033322984581,0.0013850758550688624,330.0,,,
VIX_Cross_10_50,vix,0.0,100.0,0.0012904626782983541,415.0,,,
VIX_Adjusted_ATR,vix,0.9299518465995789,100.0,0.0012277800124138594,454.0,,,
vix_regime_scale,vix,0.0,100.0,0.0009852161165326834,539.0,,,
VIX_Regime_Numeric,vix,0.0,100.0,0.000832084973808378,545.0,,,
VIX_Extreme_Low,vix,0.0,100.0,0.0,582.0,,,
VIX_Spike,vix,0.0,100.0,0.0,583.0,,,
vix_regime_low,vix,0.0,100.0,0.0,573.0,,,
